colsample_bytree,max_depth,min_child_weight,n_estimators,subsample,alpha,best_iter
0.9000000000000001,5,0.0001,100,0.5,0.1,1299
0.9000000000000001,5,0.0001,100,0.5,0.0,17
0.9000000000000001,4,0.0001,100,0.5,1.0,24
0.9000000000000001,6,0.0001,100,0.5,1.0,31
0.9000000000000001,4,0.0001,100,0.5,0.0,146
0.5,7,0.0001,100,0.5,1.0,273
0.9000000000000001,8,0.0001,100,0.5,0.1,207
0.9000000000000001,7,0.0001,100,0.5,3.0,48
0.9000000000000001,8,0.0001,100,0.5,7.0,55
0.9000000000000001,4,0.0001,100,0.5,0.01,53
0.9000000000000001,6,0.0001,100,0.5,0.0,43
0.9000000000000001,6,0.0001,100,0.5,25.0,280
0.9000000000000001,6,0.0001,100,0.5,0.0,14
0.5,4,0.0001,100,0.5,1.0,34
0.5,2,0.0001,100,0.5,1.0,801
0.9000000000000001,7,0.0001,100,0.5,0.0,29
0.9000000000000001,7,0.0001,100,0.5,3.0,94
0.9000000000000001,7,0.0001,100,0.5,10.0,203
0.9000000000000001,8,0.0001,100,0.5,5.0,109
0.9000000000000001,4,0.0001,100,0.5,0.0,182
0.9000000000000001,5,0.0001,100,0.5,0.1,1409
0.9000000000000001,5,0.0001,100,0.5,1.0,84
0.9000000000000001,5,0.0001,100,0.5,10.0,62
0.9000000000000001,6,0.0001,100,0.5,5.0,206
0.9000000000000001,3,0.0001,100,0.5,0.0,401
0.9000000000000001,7,0.0001,100,0.5,25.0,40
0.9000000000000001,7,0.0001,100,0.5,3.0,47
0.9000000000000001,3,0.0001,100,0.5,1.0,27
0.9000000000000001,2,0.0001,100,0.5,0.1,1221
0.7,6,0.0001,100,0.5,0.0,60
0.3,2,0.0001,100,0.5,0.01,2147
0.9000000000000001,4,0.0001,100,0.5,1.0,69
0.9000000000000001,-1,0.0001,100,0.5,0.01,750
0.9000000000000001,9,0.0001,100,0.5,25.0,74
0.9000000000000001,3,0.0001,100,0.5,3.0,401
0.5,7,0.0001,100,0.5,100.0,98
0.9000000000000001,9,0.0001,100,0.5,25.0,56
0.9000000000000001,9,0.0001,100,0.5,5.0,53
0.9000000000000001,9,0.0001,100,0.5,5.0,61
0.7,9,0.0001,100,0.5,10.0,42
0.7,4,0.0001,100,0.5,100.0,813
0.9000000000000001,8,0.0001,100,0.5,0.0,86
0.9000000000000001,3,0.0001,100,0.5,0.0,231
0.9000000000000001,6,0.0001,100,0.5,0.1,38
0.9000000000000001,3,0.0001,100,0.5,1.0,203
0.9000000000000001,6,0.0001,100,0.5,10.0,43
0.9000000000000001,6,0.0001,100,0.5,0.1,54
0.9000000000000001,4,0.0001,100,0.5,3.0,232
0.9000000000000001,4,0.0001,100,0.5,25.0,171
0.9000000000000001,3,0.0001,100,0.5,0.01,2751
0.9000000000000001,5,0.0001,100,0.5,100.0,54
0.9000000000000001,-1,0.0001,100,0.5,25.0,62
0.9000000000000001,3,0.0001,100,0.5,1.0,87
0.9000000000000001,2,0.0001,100,0.5,3.0,75
0.9000000000000001,5,0.0001,100,0.5,0.1,846
0.3,6,0.0001,100,0.5,25.0,202
0.9000000000000001,4,0.0001,100,0.5,1.0,63
0.9000000000000001,3,0.0001,100,0.5,1.0,62
0.9000000000000001,7,0.0001,100,0.5,0.1,146
0.9000000000000001,5,0.0001,100,0.5,1.0,44
0.9000000000000001,8,0.0001,100,0.5,0.0,54
0.9000000000000001,-1,0.0001,100,0.5,0.0,58
0.9000000000000001,4,0.0001,100,0.5,1.0,132
0.9000000000000001,5,0.0001,100,0.5,0.1,261
0.3,-1,0.0001,100,0.5,0.1,987
0.9000000000000001,2,0.0001,100,0.5,3.0,415
0.9000000000000001,4,0.0001,100,0.5,0.01,88
0.9000000000000001,2,0.0001,100,0.5,0.1,658
0.9000000000000001,5,0.0001,100,0.5,0.1,256
0.9000000000000001,5,0.0001,100,0.5,75.0,53
0.9000000000000001,5,0.0001,100,0.5,0.0,64
0.9000000000000001,5,0.0001,100,0.5,25.0,88
0.9000000000000001,7,0.0001,100,0.5,0.01,574
0.9000000000000001,5,0.0001,100,0.5,1.0,412
0.9000000000000001,3,0.0001,100,0.5,25.0,36
0.9000000000000001,9,0.0001,100,0.5,0.0,15
0.9000000000000001,9,0.0001,100,0.5,1.0,48
0.9000000000000001,6,0.0001,100,0.5,5.0,115
0.5,4,0.0001,100,0.5,0.0,230
0.5,3,0.0001,100,0.5,3.0,374
0.9000000000000001,6,0.0001,100,0.5,3.0,49
0.9000000000000001,5,0.0001,100,0.5,0.0,58
0.9000000000000001,2,0.0001,100,0.5,5.0,1100
0.9000000000000001,5,0.0001,100,0.5,1.0,54
0.9000000000000001,5,0.0001,100,0.5,3.0,79
0.9000000000000001,-1,0.0001,100,0.5,50.0,46
0.5,8,0.0001,100,0.5,25.0,138
0.9000000000000001,2,0.0001,100,0.5,7.0,136
0.7,2,0.0001,100,0.5,5.0,91
0.9000000000000001,4,0.0001,100,0.5,7.0,46
0.9000000000000001,1,0.0001,100,0.5,5.0,2219
0.9000000000000001,9,0.0001,100,0.5,100.0,37
0.5,3,0.0001,100,0.5,0.0,95
0.9000000000000001,4,0.0001,100,0.5,7.0,58
0.9000000000000001,3,0.0001,100,0.5,1.0,25
0.9000000000000001,8,0.0001,100,0.5,1.0,42
0.9000000000000001,-1,0.0001,100,0.5,50.0,84
0.9000000000000001,7,0.0001,100,0.5,0.1,80
0.7,7,0.0001,100,0.5,0.0,140
0.9000000000000001,6,0.0001,100,0.5,75.0,44
